id	orf	name	essentiality	mbio Call	orthologs	pathways	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc	logfc
RVBD2524c:fas	RVBD2524c	fas	Essential	ES	MSMEG4757	Fatty acid biosynthesis	584	9.9975e-14	1.1829e-06	0.00016	1	266	-1.1339	0.31575	0.9654	1.0	1985	109	0.80612	-1.1339
RVBD0206c:mmpL3	RVBD0206c	mmpL3	Essential	ESD	MSMEG0250		180	7.6544e-12	1.1829e-06	0.00016	2	99	-1.1445	0.16028	0.89393	1.0	1301	29	0.96991	-1.1445
RVBD1223:htrA	RVBD1223	htrA	Essential	ES	MSMEG5070		71	8.8957e-11	1.1829e-06	0.00016	3	42	-1.6807	0.99403	0.99999	1.0	3985	5	0.74835	-1.6807
RVBD2196:qcrB	RVBD2196	qcrB	Essential	GD	MSMEG4263	Oxidative phosphorylation	181	3.9688e-09	1.1829e-06	0.00016	4	88	-1.2725	0.002712	0.23518	1.0	70	31	1.0454	-1.2725
RVBD2093c:tatC	RVBD2093c	tatC	Essential	GD	MSMEG3886	Protein export,Bacterial secretion system	102	6.0602e-09	1.1829e-06	0.00016	5	59	-1.2641	0.021227	0.54432	1.0	292	13	1.0284	-1.2641
RVBD3793:embC	RVBD3793	embC	Essential	ES	MSMEG6387	Lipoarabinomannan (LAM) biosynthesis	412	2.7472e-08	1.1829e-06	0.00016	6	187	-0.85477	0.37732	0.97637	1.0	2191	60	0.95076	-0.85477
RVBD3859c:gltB	RVBD3859c	gltB	Essential	ES	MSMEG6459	"Nitrogen metabolism,""Alanine, aspartate and glutamate metabolism"""	223	1.5675e-07	1.1829e-06	0.00016	7	103	-1.1779	0.024005	0.57178	1.0	323	41	0.97489	-1.1779
RVBD1451:ctaB	RVBD1451	ctaB	Essential	GD	MSMEG3105	Oxidative phosphorylation,Porphyrin and chlorophyll metabolism	95	3.3239e-07	1.1829e-06	0.00016	8	52	-1.0171	0.93064	0.99993	1.0	3756	7	0.93248	-1.0171
RVBD1007c:metS	RVBD1007c	metS	Essential	ES	MSMEG5441	Selenocompound metabolism,Aminoacyl-tRNA biosynthesis	108	3.9544e-07	1.1829e-06	0.00016	9	48	-1.4989	0.056669	0.72579	1.0	624	22	0.96814	-1.4989
RVBD3808c:glfT2	RVBD3808c	glfT2	Essential	ES	MSMEG6403	Arabinogalactan biosynthesis - Mycobacterium	96	1.389e-06	1.1829e-06	0.00016	10	46	-1.3926	0.49999	0.98863	1.0	2537	15	0.76732	-1.3926
