id	orf	name	essentiality	mbio Call	orthologs	pathways	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc	logfc
RVBD1481:RVBD1481	RVBD1481	RVBD1481	Essential	ES	MSMEG3149		124	1.8536e-29	1.1829e-06	4.8e-05	1	48	-0.9235	0.99143	0.97436	1.0	3863	0	0.0	-0.9235
RVBD2987c:leuD	RVBD2987c	leuD	Essential	GD	MSMEG2388	"C5-Branched dibasic acid metabolism,""Valine, leucine and isoleucine biosynthesis"""	79	9.3636e-29	1.1829e-06	4.8e-05	2	47	-0.52144	0.97586	0.94224	1.0	3753	0	0.0	-0.52144
RVBD3645:RVBD3645	RVBD3645	RVBD3645	Essential	ES	MSMEG6154	Purine metabolism	150	1.6345e-27	1.1829e-06	4.8e-05	3	60	-0.79175	0.31146	0.30516	1.0	988	4	0.72895	-0.79175
RVBD2592c:ruvB	RVBD2592c	ruvB	Essential	GD	MSMEG2945	Homologous recombination	51	4.2595000000000005e-27	1.1829e-06	4.8e-05	4	34	-0.96583	0.35445	0.34234	1.0	1109	1	0.70025	-0.96583
RVBD2593c:ruvA	RVBD2593c	ruvA	Essential	GD	MSMEG2944	Homologous recombination	57	2.0332e-25	1.1829e-06	4.8e-05	5	29	-1.1018	0.97175	0.94759	1.0	3719	0	0.0	-1.1018
RVBD0006:gyrA	RVBD0006	gyrA	Essential	ES	MSMEG0006		143	4.8996000000000005e-24	1.1829e-06	4.8e-05	6	52	-0.85945	0.26162	0.26856	1.0	822	3	0.78906	-0.85945
RVBD2228c:RVBD2228c	RVBD2228c	RVBD2228c	Essential	GD	MSMEG4305	Porphyrin and chlorophyll metabolism,DNA replication	69	2.1511999999999997e-22	1.1829e-06	4.8e-05	7	33	-1.0401	0.87659	0.74893	1.0	3214	0	0.0	-1.0401
RVBD2594c:ruvC	RVBD2594c	ruvC	Essential	GD	MSMEG2943	Homologous recombination	27	1.4352e-20	1.1829e-06	4.8e-05	8	23	-0.63059	1.0	1.0	1.0	4006	0	0.0	-0.63059
RVBD3246c:mtrA	RVBD3246c	mtrA	Essential	ES	MSMEG1874	Two-component system	57	8.0271e-17	1.1829e-06	4.8e-05	9	26	-0.8468	0.854	0.74958	1.0	3096	0	0.0	-0.8468
RVBD3766:RVBD3766	RVBD3766	RVBD3766	NonEssential	NE			6	5.7024e-15	1.1829e-06	4.8e-05	10	6	-0.8446	1.0	1.0	1.0	4010	0	0.0	-0.8446
RVBD1708:RVBD1708	RVBD1708	RVBD1708	Essential	ES	MSMEG3743		83	8.594e-14	1.1829e-06	4.8e-05	11	33	-0.80053	0.99994	0.99996	1.0	3998	0	0.0	-0.80053
RVBD2925c:rnc	RVBD2925c	rnc	Essential	ES	MSMEG2418		62	1.2839e-10	1.1829e-06	4.8e-05	12	23	-0.8941	0.37799	0.35531	1.0	1195	2	0.4567	-0.8941
RVBD1479:moxR1	RVBD1479	moxR1	Essential	ES	MSMEG3147		123	6.2469e-10	1.1829e-06	4.8e-05	13	29	-0.87969	0.24824	0.26856	1.0	776	2	0.56018	-0.87969
RVBD3778c:RVBD3778c	RVBD3778c	RVBD3778c	Essential	GD	MSMEG6363		79	2.1004e-09	1.1829e-06	4.8e-05	14	26	-0.73505	0.14223	0.14368	1.0	495	2	0.88705	-0.73505
RVBD0014c:pknB	RVBD0014c	pknB	Essential	ES	MSMEG0028		102	2.5373e-09	1.1829e-06	4.8e-05	15	30	-0.72152	0.79565	0.73688	1.0	2805	1	0.68064	-0.72152
RVBD1480:RVBD1480	RVBD1480	RVBD1480	Essential	ES	MSMEG3148		47	2.5859e-09	1.1829e-06	4.8e-05	16	18	-0.80094	0.41024	0.38481	1.0	1286	1	0.78474	-0.80094
RVBD2229c:RVBD2229c	RVBD2229c	RVBD2229c	Essential	NE	MSMEG4306		5	2.84e-09	1.1829e-06	4.8e-05	17	5	-1.39	1.0	1.0	1.0	4009	0	0.0	-1.39
RVBD2201:asnB	RVBD2201	asnB	Essential	ES	MSMEG4269	"""Alanine, aspartate and glutamate metabolism"""	155	4.8298e-09	1.1829e-06	4.8e-05	18	38	-0.89952	0.79767	0.73688	1.0	2814	3	0.53666	-0.89952
RVBD0005:gyrB	RVBD0005	gyrB	Essential	ES	MSMEG0005		66	5.4046e-09	1.1829e-06	4.8e-05	19	20	-0.85811	0.29514	0.31271	1.0	931	3	0.68076	-0.85811
