id	orf	name	essentiality	mbio Call	orthologs	pathways	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc	logfc
RVBD0206c:mmpL3	RVBD0206c	mmpL3	Essential	ESD	MSMEG0250		229	5.009e-21	1.1821e-06	5.1e-05	1	76	-1.0793	0.89439	0.79838	0.95694	3679	11	0.80798	-1.0793
RVBD1479:moxR1	RVBD1479	moxR1	Essential	ES	MSMEG3147		160	3.1924000000000002e-19	1.1821e-06	5.1e-05	2	59	-0.90473	0.58939	0.44001	0.722023	2600	3	0.83935	-0.90473
RVBD0006:gyrA	RVBD0006	gyrA	Essential	ES	MSMEG0006		185	3.6837e-18	1.1821e-06	5.1e-05	3	66	-1.0142	0.56765	0.42644	0.714085	2520	7	0.5313	-1.0142
RVBD3859c:gltB	RVBD3859c	gltB	Essential	ES	MSMEG6459	"Nitrogen metabolism,""Alanine, aspartate and glutamate metabolism"""	245	1.0029e-16	1.1821e-06	5.1e-05	4	66	-1.1132	0.029336	0.0097485	0.15143	348	25	1.0387	-1.1132
RVBD2572c:aspS	RVBD2572c	aspS	Essential	ES	MSMEG3003	Aminoacyl-tRNA biosynthesis	107	1.1329e-16	1.1821e-06	5.1e-05	5	45	-0.8536	0.090793	0.020366	0.197673	784	7	0.98411	-0.8536
RVBD3596c:clpC1	RVBD3596c	clpC1	Essential	ES	MSMEG6091		97	3.2102e-16	1.1821e-06	5.1e-05	6	43	-0.94304	0.14281	0.13636	0.452381	1020	3	1.122	-0.94304
RVBD1007c:metS	RVBD1007c	metS	Essential	ES	MSMEG5441	Selenocompound metabolism,Aminoacyl-tRNA biosynthesis	128	6.7995e-15	1.1821e-06	5.1e-05	7	49	-0.9526	0.30142	0.19534	0.504851	1606	7	1.0588	-0.9526
RVBD3240c:secA1	RVBD3240c	secA1	Essential	ESD	MSMEG1881	Protein export,Bacterial secretion system,Quorum sensing	141	1.5187e-14	1.1821e-06	5.1e-05	8	43	-1.2438	0.11353	0.031955	0.234412	909	17	0.66732	-1.2438
RVBD2614c:thrS	RVBD2614c	thrS	Essential	ES	MSMEG2931	Aminoacyl-tRNA biosynthesis	145	2.4879e-14	1.1821e-06	5.1e-05	9	50	-1.1708	0.020898	0.0085097	0.150416	285	10	0.70954	-1.1708
RVBD3808c:glfT2	RVBD3808c	glfT2	Essential	ES	MSMEG6403	Arabinogalactan biosynthesis - Mycobacterium	120	3.21e-14	1.1821e-06	5.1e-05	10	44	-0.85385	0.01752	0.0080132	0.14591	248	10	0.68624	-0.85385
RVBD2461c:clpP1	RVBD2461c	clpP1	Essential	ES	MSMEG4673		54	9.5481e-14	1.1821e-06	5.1e-05	11	24	-1.2595	0.28466	0.2053	0.515094	1554	6	0.92862	-1.2595
RVBD1480:RVBD1480	RVBD1480	RVBD1480	Essential	ES	MSMEG3148		60	2.0012e-13	1.1821e-06	5.1e-05	12	27	-1.3709	0.85527	0.75669	0.935091	3551	2	0.71881	-1.3709
RVBD2245:kasA	RVBD2245	kasA	Essential	ES	MSMEG4327		69	2.2836e-13	1.1821e-06	5.1e-05	13	32	-0.827	0.50201	0.38383	0.680432	2302	3	0.86868	-0.827
RVBD1828:RVBD1828	RVBD1828	RVBD1828	Essential	GD	MSMEG3646		73	4.4711e-13	1.1821e-06	5.1e-05	14	31	-1.161	0.019942	0.0061479	0.135063	271	7	0.93871	-1.161
RVBD3043c:ctaD	RVBD3043c	ctaD	Essential	ES	MSMEG4437	Oxidative phosphorylation	227	8.225e-13	1.1821e-06	5.1e-05	15	65	-0.9112	0.97092	0.91296	1.0	3905	11	1.0001	-0.9112
RVBD0668:rpoC	RVBD0668	rpoC	Essential	ES	MSMEG1368	RNA polymerase	191	8.6827e-13	1.1821e-06	5.1e-05	16	49	-1.2085	7.6465e-05	1.0639e-05	0.006807	5	28	0.63906	-1.2085
RVBD0667:rpoB	RVBD0667	rpoB	Essential	ES	MSMEG1367	RNA polymerase	229	1.1303e-12	1.1821e-06	5.1e-05	17	55	-1.181	0.0094286	0.0074624	0.143739	146	24	0.56099	-1.181
RVBD0005:gyrB	RVBD0005	gyrB	Essential	ES	MSMEG0005		76	1.2916e-12	1.1821e-06	5.1e-05	18	29	-1.2412	0.95759	0.89032	0.996782	3860	3	0.56833	-1.2412
RVBD0014c:pknB	RVBD0014c	pknB	Essential	ES	MSMEG0028		151	3.0684e-12	1.1821e-06	5.1e-05	19	48	-1.1459	0.58924	0.44001	0.722023	2599	8	0.78154	-1.1459
RVBD2201:asnB	RVBD2201	asnB	Essential	ES	MSMEG4269	"""Alanine, aspartate and glutamate metabolism"""	191	2.2679e-11	1.1821e-06	5.1e-05	20	56	-0.80444	0.72105	0.55847	0.81211	3088	9	0.76719	-0.80444
RVBD3801c:fadD32	RVBD3801c	fadD32	Essential	ES	MSMEG6393		146	2.3354e-11	1.1821e-06	5.1e-05	21	47	-0.94736	0.67457	0.52717	0.788696	2918	9	0.95795	-0.94736
RVBD0732:secY	RVBD0732	secY	Essential	ES	MSMEG1483	Protein export,Bacterial secretion system,Quorum sensing	99	2.6619e-11	1.1821e-06	5.1e-05	22	36	-1.06	0.055526	0.013623	0.170073	568	6	0.75285	-1.06
RVBD3800c:pks13	RVBD3800c	pks13	Essential	ES	MSMEG6392		345	2.712e-11	1.1821e-06	5.1e-05	23	81	-1.0335	0.15247	0.14008	0.456073	1061	22	0.71699	-1.0335
RVBD0227c:RVBD0227c	RVBD0227c	RVBD0227c	Essential	ES	MSMEG0317		86	2.7641e-11	1.1821e-06	5.1e-05	24	34	-1.0352	0.78823	0.65723	0.875474	3307	4	0.90264	-1.0352
RVBD0015c:pknA	RVBD0015c	pknA	Essential	ES	MSMEG0030		89	5.967e-11	1.1821e-06	5.1e-05	25	34	-0.83719	0.051558	0.012037	0.164186	537	3	0.96423	-0.83719
RVBD1094:desA2	RVBD1094	desA2	Essential	ES	MSMEG5248	Fatty acid biosynthesis,Biosynthesis of unsaturated fatty acids	60	8.4387e-11	1.1821e-06	5.1e-05	26	27	-0.83248	0.2426	0.15586	0.47065	1395	2	1.1585	-0.83248
RVBD2969c:RVBD2969c	RVBD2969c	RVBD2969c	Essential	ES	MSMEG2410		73	8.6344e-11	1.1821e-06	5.1e-05	27	28	-1.0647	0.60937	0.47242	0.747086	2676	4	0.6293	-1.0647
RVBD3285:accA3	RVBD3285	accA3	Essential	ES	MSMEG1807	"Pyruvate metabolism,Glyoxylate and dicarboxylate metabolism,Propanoate metabolism,Fatty acid biosynthesis,""Valine, leucine and isoleucine degradation"""	78	5.6837e-10	1.1821e-06	5.1e-05	28	30	-0.84904	0.21217	0.14919	0.466956	1288	6	0.80827	-0.84904
RVBD3834c:serS	RVBD3834c	serS	Essential	ES	MSMEG6413	Aminoacyl-tRNA biosynthesis	103	1.0866e-09	1.1821e-06	5.1e-05	29	32	-1.1808	0.19116	0.15538	0.47065	1208	9	0.69071	-1.1808
