id	orf	name	essentiality	mbio Call	orthologs	pathways	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc	logfc
RVBD3645:RVBD3645	RVBD3645	RVBD3645	Essential	ES	MSMEG6154	Purine metabolism	95	5.0828e-15	1.1897e-06	7.4e-05	1	50	-1.0335	0.71436	0.70371	0.921376	2883	2	1.6088	-1.0335
RVBD3793:embC	RVBD3793	embC	Essential	ES	MSMEG6387	Lipoarabinomannan (LAM) biosynthesis	287	5.6279e-15	1.1897e-06	7.4e-05	2	100	-1.0536	0.11317	0.12528	0.726063	553	11	1.7267	-1.0536
RVBD3805c:aftB	RVBD3805c	aftB	Essential	ES	MSMEG6400	Lipoarabinomannan (LAM) biosynthesis,Arabinogalactan biosynthesis - Mycobacterium	158	8.8305e-13	1.1897e-06	7.4e-05	3	68	-0.84238	0.25533	0.2579	0.751418	1085	3	2.0505	-0.84238
RVBD3794:embA	RVBD3794	embA	Essential	ES	MSMEG6388	Arabinogalactan biosynthesis - Mycobacterium	201	4.4971e-11	1.1897e-06	7.4e-05	4	77	-0.95723	0.59064	0.60853	0.88821	2419	6	1.4588	-0.95723
RVBD0384c:clpB	RVBD0384c	clpB	Essential	GD	MSMEG0732		120	3.5188e-10	1.1897e-06	7.4e-05	5	47	-1.0622	0.047742	0.087828	0.709347	286	4	2.0356	-1.0622
RVBD0126:treS	RVBD0126	treS	Essential	NE	MSMEG6515	Starch and sucrose metabolism	20	3.8138e-10	1.1897e-06	7.4e-05	6	15	-1.2587	0.85634	0.75234	0.942395	3448	0	0.0	-1.2587
RVBD2673:aftC	RVBD2673	aftC	Essential	ES	MSMEG2785	Lipoarabinomannan (LAM) biosynthesis,Arabinogalactan biosynthesis - Mycobacterium	129	1.5358e-09	1.1897e-06	7.4e-05	7	46	-1.0684	0.37461	0.40376	0.805833	1562	5	1.0889	-1.0684
RVBD3035:RVBD3035	RVBD3035	RVBD3035	Essential	GD	MSMEG2333		52	5.7762e-09	1.1897e-06	7.4e-05	8	27	-0.95992	0.034895	0.0561	0.682546	228	3	1.5232	-0.95992
RVBD3245c:mtrB	RVBD3245c	mtrB	Essential	GD	MSMEG1875	Two-component system	112	5.167e-08	1.1897e-06	7.4e-05	9	42	-1.1951	0.61207	0.61456	0.890377	2494	2	1.2084	-1.1951
RVBD3778c:RVBD3778c	RVBD3778c	RVBD3778c	Essential	GD	MSMEG6363		38	6.1287e-08	1.1897e-06	7.4e-05	10	19	-1.2017	0.83797	0.70808	0.924487	3371	0	0.0	-1.2017
