id	orf	name	essentiality	mbio Call	orthologs	pathways	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc	logfc
RVBD3645:RVBD3645	RVBD3645	RVBD3645	Essential	ES	MSMEG6154	Purine metabolism	95	3.338e-16	1.1895e-06	5.7e-05	1	46	-1.1551	0.58103	0.6456	1.0	2226	0	0.0	-1.1551
RVBD2093c:tatC	RVBD2093c	tatC	Essential	GD	MSMEG3886	Protein export,Bacterial secretion system	33	8.6839e-12	1.1895e-06	5.7e-05	2	24	-1.0141	0.80071	0.77354	1.0	3180	0	0.0	-1.0141
RVBD0282:eccA3	RVBD0282	eccA3	Essential	ES	MSMEG0615		103	1.7035e-09	1.1895e-06	5.7e-05	3	46	-0.69968	0.72943	0.78732	1.0	2867	0	0.0	-0.69968
RVBD1708:RVBD1708	RVBD1708	RVBD1708	Essential	ES	MSMEG3743		54	1.9261e-09	1.1895e-06	5.7e-05	4	27	-0.78305	0.17719	0.14431	1.0	647	1	2.1408	-0.78305
RVBD0126:treS	RVBD0126	treS	Essential	NE	MSMEG6515	Starch and sucrose metabolism	18	5.91e-09	1.1895e-06	5.7e-05	5	14	-1.4292	0.8344	0.81463	1.0	3320	0	0.0	-1.4292
RVBD3805c:aftB	RVBD3805c	aftB	Essential	ES	MSMEG6400	Lipoarabinomannan (LAM) biosynthesis,Arabinogalactan biosynthesis - Mycobacterium	155	7.3834e-09	1.1895e-06	5.7e-05	6	64	-0.68706	0.53945	0.53674	1.0	2066	1	2.0422	-0.68706
RVBD2182c:RVBD2182c	RVBD2182c	RVBD2182c	Essential	ES	MSMEG4248	Glycerolipid metabolism,Glycerophospholipid metabolism	54	7.8694e-09	1.1895e-06	5.7e-05	7	30	-0.6263	0.99881	0.99827	1.0	3983	0	0.0	-0.6263
RVBD0284:eccC3	RVBD0284	eccC3	Essential	ES	MSMEG0617		241	1.1521e-08	1.1895e-06	5.7e-05	8	83	-0.85996	0.1396	0.18567	1.0	506	1	2.8774	-0.85996
RVBD2673:aftC	RVBD2673	aftC	Essential	ES	MSMEG2785	Lipoarabinomannan (LAM) biosynthesis,Arabinogalactan biosynthesis - Mycobacterium	121	2.3777e-08	1.1895e-06	5.7e-05	9	47	-0.75519	0.67718	0.74131	1.0	2654	0	0.0	-0.75519
RVBD3792:aftA	RVBD3792	aftA	Essential	ES	MSMEG6386	Arabinogalactan biosynthesis - Mycobacterium	157	2.6285e-08	1.1895e-06	5.7e-05	10	62	-0.64449	0.86291	0.86507	1.0	3423	0	0.0	-0.64449
RVBD3794:embA	RVBD3794	embA	Essential	ES	MSMEG6388	Arabinogalactan biosynthesis - Mycobacterium	194	2.9942e-08	1.1895e-06	5.7e-05	11	66	-0.68607	0.20982	0.23583	1.0	764	1	2.3797	-0.68607
RVBD0667:rpoB	RVBD0667	rpoB	Essential	ES	MSMEG1367	RNA polymerase	124	3.5617e-08	1.1895e-06	5.7e-05	12	44	-0.76095	0.51833	0.50592	1.0	1981	1	1.2919	-0.76095
RVBD0338c:RVBD0338c	RVBD0338c	RVBD0338c	Essential	ES	MSMEG0690		218	5.5088e-08	1.1895e-06	5.7e-05	13	75	-0.73546	0.068407	0.097864	1.0	262	3	2.0577	-0.73546
RVBD0226c:RVBD0226c	RVBD0226c	RVBD0226c	Essential	ES	MSMEG0315		150	1.0517e-07	1.1895e-06	5.7e-05	14	58	-0.59393	0.54314	0.53674	1.0	2082	1	2.0059	-0.59393
RVBD2196:qcrB	RVBD2196	qcrB	Essential	GD	MSMEG4263	Oxidative phosphorylation	99	1.3823e-07	1.1895e-06	5.7e-05	15	40	-0.72977	0.083845	0.17011	1.0	323	1	1.0283	-0.72977
RVBD2921c:ftsY	RVBD2921c	ftsY	Essential	ES	MSMEG2424	Protein export,Bacterial secretion system,Quorum sensing	44	1.4578e-07	1.1895e-06	5.7e-05	16	18	-1.1353	0.090166	0.096233	1.0	345	1	2.4027	-1.1353
